State,District,Population,Lat,Long
Michigan,Mecosta,43453.0,43.64064262,-85.32463223
Michigan,Menominee,22780.0,45.58038692,-87.55370409
Michigan,Midland,83156.0,43.64330771,-84.38804374
Michigan,Missaukee,15118.0,44.33772443,-85.09256478
Michigan,Monroe,150500.0,41.92734151,-83.53749864
Michigan,Montcalm,63888.0,43.31082541,-85.15252824
Michigan,Montmorency,9328.0,45.0275929,-84.12696227
Michigan,Muskegon,173566.0,43.29123859,-86.15176712
Michigan,Newaygo,48980.0,43.554373999999996,-85.80070107
Michigan,Oakland,1257584.0,42.66090111,-83.38595416
Michigan,Oceana,26467.0,43.64124435,-86.26726673
Michigan,Ogemaw,20997.0,44.33481032,-84.12725175
Michigan,Ontonagon,5720.0,46.665226200000006,-89.31390481
Michigan,Osceola,23460.0,43.98992088,-85.32566756
Michigan,Oscoda,8241.0,44.68192279,-84.12939244
Michigan,Otsego,24668.0,45.02085831,-84.59898295
Michigan,Ottawa,291830.0,42.95996803,-85.9969107
Michigan,Presque_Isle,12592.0,45.34018577,-83.91498656
Michigan,Roscommon,24019.0,44.33473082,-84.61067651
Michigan,Saginaw,190539.0,43.33433923,-84.05131209999998
Michigan,Sanilac,41170.0,43.42406072,-82.82055898
Michigan,Schoolcraft,8094.0,46.19235734,-86.19972234
Michigan,Shiawassee,68122.0,42.95392800000001,-84.14585902
Michigan,St._Clair,159128.0,42.92655373,-82.67937954
Michigan,St._Joseph,60964.0,41.91441767,-85.52797979
Michigan,Tuscola,52245.0,43.46606813,-83.41897025
Michigan,Van_Buren,75677.0,42.25190229,-86.01939087
Michigan,Washtenaw,367601.0,42.253105,-83.83853204
Michigan,Wayne,1749343.0,42.28098405,-83.281255
Michigan,Wexford,33631.0,44.33853602,-85.57712739
Minnesota,Aitkin,15886.0,46.60962049,-93.41168259999999
Minnesota,Anoka,356921.0,45.27476015,-93.24604565
Minnesota,Becker,34423.0,46.93479392,-95.67158144
Minnesota,Beltrami,47188.0,47.97373527,-94.93732139
Minnesota,Benton,40889.0,45.69804958,-93.99514135
Minnesota,Big_Stone,4991.0,45.42712824,-96.41403739
Minnesota,Blue_Earth,67653.0,44.03554215,-94.06699781
Minnesota,Brown,25008.0,44.24205652,-94.72562874
Minnesota,Carlton,35871.0,46.59180601,-92.67601019
Minnesota,Carver,105089.0,44.82017001,-93.80099179999999
Minnesota,Cass,29779.0,46.95043611,-94.32603968
Minnesota,Chippewa,11800.0,45.02343421,-95.56403693
Minnesota,Chisago,56579.0,45.5021011,-92.90861945
Minnesota,Clay,64222.0,46.89289518,-96.48761922
Minnesota,Clearwater,8818.0,47.57992111,-95.37790562
Minnesota,Cook,5463.0,47.90504893,-90.52629546
Minnesota,Cottonwood,11196.0,44.00715262,-95.18138802
Minnesota,Crow_Wing,65055.0,46.48096553,-94.06755609
Minnesota,Dakota,429021.0,44.67172617,-93.06299363
Minnesota,Dodge,20934.0,44.02238415,-92.86244324
Minnesota,Douglas,38141.0,45.93348491,-95.45335469
Minnesota,Faribault,13653.0,43.67381499,-93.94787458
Minnesota,Fillmore,21067.0,43.67394126,-92.08980382
Minnesota,Freeborn,30281.0,43.67385583,-93.34884422
Minnesota,Goodhue,46340.0,44.40849741,-92.72341949999999
Minnesota,Grant,5972.0,45.93424769,-96.01139609
Minnesota,Hennepin,1265843.0,45.00761521,-93.47694895
Minnesota,Houston,18600.0,43.67129565,-91.49143057
Minnesota,Hubbard,21491.0,47.10778564,-94.91693868
Minnesota,Isanti,40596.0,45.56181234,-93.29487636
Minnesota,Itasca,45130.0,47.51009045,-93.63092229
Minnesota,Jackson,9846.0,43.67423373,-95.15398258
Minnesota,Kanabec,16337.0,45.9459309,-93.29275192
Minnesota,Kandiyohi,43199.0,45.1526059,-95.00586446
Minnesota,Kittson,4298.0,48.77754106,-96.78317184
Minnesota,Koochiching,12229.0,48.24539665,-93.78352843
Minnesota,Lac_qui_Parle,6623.0,44.9973857,-96.17488219
Minnesota,Lake,10641.0,47.64270764,-91.44557998
Minnesota,Lake_of_the_Woods,3740.0,48.77217001,-94.90274472
Minnesota,Le_Sueur,28887.0,44.37136597,-93.72844721
Minnesota,Lincoln,5639.0,44.41311883,-96.26688165
Minnesota,Lyon,25474.0,44.41327865,-95.83806103
Minnesota,Mahnomen,5527.0,47.32557075,-95.80921485
Minnesota,Marshall,9336.0,48.35825983,-96.37017407
Minnesota,Martin,19683.0,43.67429718,-94.55099908
Minnesota,McLeod,35893.0,44.82367677,-94.27287017
Minnesota,Meeker,23222.0,45.12328869,-94.52839455
Minnesota,Mille_Lacs,26277.0,45.93705297,-93.63236823
Minnesota,Morrison,33386.0,46.01265363,-94.27341528
Minnesota,Mower,40062.0,43.67142874,-92.75234549
Minnesota,Murray,8194.0,44.02216709,-95.76328482
Minnesota,Nicollet,34274.0,44.35291112,-94.24710352
Minnesota,Nobles,21629.0,43.67434621,-95.75329576
Minnesota,Norman,6375.0,47.32628443,-96.45620947
Minnesota,Olmsted,158293.0,44.00374114,-92.40209944
Minnesota,Otter_Tail,58746.0,46.40846929,-95.70835255
Minnesota,Pennington,14119.0,48.06642577,-96.0370814
Minnesota,Pine,29579.0,46.12105238,-92.74070188
Minnesota,Pipestone,9126.0,44.02301619,-96.25841142
Minnesota,Polk,31364.0,47.77372465,-96.40134647
Minnesota,Pope,11249.0,45.58606667,-95.44451209
Minnesota,Ramsey,550321.0,45.01625271,-93.09872295
Minnesota,Red_Lake,4055.0,47.87197525,-96.09561104
Minnesota,Redwood,15170.0,44.40555844,-95.25207021
Minnesota,Renville,14548.0,44.72836381,-94.94553734
Minnesota,Rice,66972.0,44.3543376,-93.29658715
Minnesota,Rock,9315.0,43.67482683,-96.25296832
Minnesota,Roseau,15165.0,48.77501878,-95.81079919
Minnesota,Scott,149013.0,44.6490231,-93.53340251
Minnesota,Sherburne,97238.0,45.44447208,-93.77617511
Minnesota,Sibley,14865.0,44.5796592,-94.23164924
Minnesota,St._Louis,199070.0,47.604840700000004,-92.46879855
Minnesota,Stearns,161075.0,45.55192576,-94.61078221
Minnesota,Steele,36649.0,44.02240351,-93.22627088
Minnesota,Stevens,9805.0,45.58613007,-96.00163705
Minnesota,Swift,9266.0,45.2829032,-95.68264092
Minnesota,Todd,24664.0,46.06996226,-94.89785296
Minnesota,Traverse,3259.0,45.77298854,-96.47062949
Minnesota,Wabasha,21627.0,44.28424356,-92.23121312
Minnesota,Wadena,13682.0,46.58589171,-94.96968506
Minnesota,Waseca,18612.0,44.02211116,-93.58720034
Minnesota,Washington,262440.0,45.03864533,-92.88429635
Minnesota,Watonwan,10897.0,43.97823903,-94.61413846
Minnesota,Wilkin,6207.0,46.35721532,-96.4684375
Minnesota,Winona,50484.0,43.98772283,-91.78081305
Minnesota,Wright,138377.0,45.17297924,-93.96234781
Minnesota,Yellow_Medicine,9709.0,44.71710183,-95.86842453
Mississippi,Adams,30693.0,31.47669768,-91.35326037
Mississippi,Alcorn,36953.0,34.88084463,-88.57996173
Mississippi,Amite,12297.0,31.17467303,-90.80501621
Mississippi,Attala,18174.0,33.08658803,-89.57838564
Mississippi,Benton,8259.0,34.81681228,-89.18945516
Mississippi,Bolivar,30628.0,33.79696941,-90.87372121
Mississippi,Calhoun,14361.0,33.93683395,-89.33686647
Mississippi,Carroll,9947.0,33.44834567,-89.91994479
Mississippi,Chickasaw,17103.0,33.91983202,-88.9481545
Mississippi,Choctaw,8210.0,33.34598242,-89.24809382
Mississippi,Claiborne,8988.0,31.97061673,-90.90702196
Mississippi,Clarke,15541.0,32.04158545,-88.68896219999998
Mississippi,Clay,19316.0,33.65358105,-88.77784255
Mississippi,Coahoma,22124.0,34.22772299,-90.60415045
Mississippi,Copiah,28065.0,31.86977774,-90.44565118
Mississippi,Covington,18636.0,31.63225413,-89.55389939
Mississippi,DeSoto,184945.0,34.87625235,-89.99091418
Mississippi,Forrest,74897.0,31.18961454,-89.25832496
Mississippi,Franklin,7713.0,31.47786634,-90.89672989
Mississippi,George,24500.0,30.86259065,-88.64436789
Mississippi,Greene,13586.0,31.21444233,-88.63922281
Mississippi,Grenada,20758.0,33.77036166,-89.80245083
Mississippi,Hancock,47632.0,30.41830223,-89.48851033
Mississippi,Harrison,208080.0,30.51359752,-89.12467576
Mississippi,Hinds,231840.0,32.2656285,-90.44435448
Mississippi,Holmes,17010.0,33.12345854,-90.08923538
Mississippi,Humphreys,8064.0,33.12825718,-90.52252707
Mississippi,Issaquena,1327.0,32.72531359,-90.97392828
Mississippi,Itawamba,23390.0,34.27993475,-88.3606733
Mississippi,Jackson,143617.0,30.54020656,-88.64184064
Mississippi,Jasper,16383.0,32.01922104,-89.11786866
Mississippi,Jefferson,6990.0,31.73397872,-91.03764977
Mississippi,Jefferson_Davis,11128.0,31.56884708,-89.82670990000004
Mississippi,Jones,68098.0,31.62257767,-89.16896899999998
Mississippi,Kemper,9742.0,32.75462946,-88.64105766
Mississippi,Lafayette,54019.0,34.35687874,-89.48490961
Mississippi,Lamar,63343.0,31.20572971,-89.5077704
Mississippi,Lauderdale,74125.0,32.40419769,-88.66229662
Mississippi,Lawrence,12586.0,31.55147224,-90.10841127
Mississippi,Leake,22786.0,32.7536828,-89.52402044
Mississippi,Lee,85436.0,34.291877500000005,-88.68149954
Mississippi,Leflore,28183.0,33.55545125,-90.29900733
Mississippi,Lincoln,34153.0,31.53288662,-90.45391915
Mississippi,Lowndes,58595.0,33.47386518,-88.44191529999998
Mississippi,Madison,106272.0,32.63389156,-90.03513564
Mississippi,Marion,24573.0,31.23132643,-89.8209217
Mississippi,Marshall,35294.0,34.76216286,-89.50299462
Mississippi,Monroe,35252.0,33.89236763,-88.4808438
Mississippi,Montgomery,9775.0,33.49419589,-89.61729103
Mississippi,Neshoba,29118.0,32.75339664,-89.11726492
Mississippi,Newton,21018.0,32.40021118,-89.11843336
Mississippi,Noxubee,10417.0,33.11009499,-88.56949061
Mississippi,Oktibbeha,49587.0,33.42491685,-88.87905132
Mississippi,Panola,34192.0,34.36398677,-89.95064249
Mississippi,Pearl_River,55535.0,30.77090935,-89.58677275
Mississippi,Perry,11973.0,31.17161885,-88.99281835
Mississippi,Pike,39288.0,31.17507789,-90.40392572
Mississippi,Pontotoc,32174.0,34.226046000000004,-89.03636807
Mississippi,Prentiss,25126.0,34.61810501,-88.51986294
Mississippi,Quitman,6792.0,34.25157572,-90.28908
Mississippi,Rankin,155271.0,32.26469147,-89.94537876
Mississippi,Scott,28124.0,32.406704100000006,-89.53789439
Mississippi,Sharkey,4321.0,32.88149103,-90.81595379999999
Mississippi,Simpson,26658.0,31.91282117,-89.91716179
Mississippi,Smith,15916.0,32.01744532,-89.50644846
Mississippi,Stone,18336.0,30.79187949,-89.11547539
Mississippi,Sunflower,25110.0,33.60192578,-90.58882684
Mississippi,Tallahatchie,13809.0,33.95339918,-90.1729398
Mississippi,Tate,28321.0,34.65133709,-89.94485778
Mississippi,Tippah,22015.0,34.76872156,-88.90988194
Mississippi,Tishomingo,19383.0,34.74023475,-88.23917219
Mississippi,Tunica,9632.0,34.64967704,-90.37481167
Mississippi,Union,28815.0,34.49162015,-89.00776006
Mississippi,Walthall,14286.0,31.14971548,-90.10446654
Mississippi,Warren,45381.0,32.35810271,-90.83352619
Mississippi,Washington,43909.0,33.28392041,-90.94196237
Mississippi,Wayne,20183.0,31.64135687,-88.69573913
Mississippi,Webster,9689.0,33.61300486,-89.28392912
Mississippi,Wilkinson,8630.0,31.16078225,-91.31018819
Mississippi,Winston,17955.0,33.08747908,-89.03391385
Mississippi,Yalobusha,12108.0,34.02824175,-89.70762049999998
Mississippi,Yazoo,29690.0,32.77890365,-90.39656148
Missouri,Adair,25343.0,40.19058551,-92.60078167
Missouri,Andrew,17712.0,39.98492163,-94.80163024
Missouri,Atchison,5143.0,40.43238737,-95.42970639
Missouri,Audrain,25388.0,39.215877,-91.84242683
Missouri,Barry,35789.0,36.70978521,-93.82919888
Missouri,Barton,11754.0,37.50207671,-94.34757022
Missouri,Bates,16172.0,38.25271289,-94.34113157
Missouri,Benton,19443.0,38.29503305,-93.28756116
Missouri,Bollinger,12133.0,37.32449052,-90.02725304
Missouri,Boone,180463.0,38.99186229,-92.30723575
Missouri,Buchanan,87364.0,39.65816401,-94.80138942
Missouri,Butler,42478.0,36.71462476,-90.40421163
Missouri,Caldwell,9020.0,39.65620858,-93.98308093
Missouri,Callaway,44743.0,38.83674754,-91.92186505
Missouri,Camden,46305.0,38.02199522,-92.76083747
Missouri,Cape_Girardeau,78871.0,37.38489388,-89.6843587
Missouri,Carroll,8679.0,39.42762566,-93.50626255
Missouri,Carter,5982.0,36.94160441,-90.96051322
Missouri,Cass,105780.0,38.64789422,-94.353399
Missouri,Cedar,14349.0,37.72391475,-93.85445441
Missouri,Chariton,7426.0,39.51499357,-92.9629191
Missouri,Christian,88595.0,36.9711783,-93.18537118
Missouri,Clark,6797.0,40.41040752,-91.73661677
Missouri,Clay,249948.0,39.31132056,-94.41850862
Missouri,Clinton,20387.0,39.6013098,-94.40465394
Missouri,Cole,76745.0,38.50455671,-92.27860244
Missouri,Cooper,17709.0,38.844478,-92.80896081
Missouri,Crawford,23920.0,37.97663738,-91.30528104
Missouri,Dade,7561.0,37.431814,-93.8503345
Missouri,Dallas,16878.0,37.681135499999996,-93.02127031
Missouri,Daviess,8278.0,39.96145298,-93.98519678
Missouri,DeKalb,12547.0,39.89201062,-94.40476508
Missouri,Dent,15573.0,37.60663134,-91.50790473
Missouri,Douglas,13185.0,36.9325593,-92.49905109
Missouri,Dunklin,29131.0,36.27167174,-90.09122243
Missouri,Franklin,103967.0,38.41127108,-91.07522826
Missouri,Gasconade,14706.0,38.43947277,-91.50847147
Missouri,Gentry,6571.0,40.21097916,-94.40944419
Missouri,Greene,293086.0,37.2575872,-93.34230916
Missouri,Grundy,9850.0,40.11406587,-93.56509276
Missouri,Harrison,8352.0,40.35570088,-93.99222144
Missouri,Henry,21824.0,38.38482826,-93.79293734
Missouri,Hickory,9544.0,37.94163617,-93.3203037
Missouri,Holt,4403.0,40.09799248,-95.21638879999999
Missouri,Howard,10001.0,39.1435761,-92.69756691
Missouri,Howell,40117.0,36.77383887,-91.88683935
Missouri,Iron,10125.0,37.55487945,-90.7735296
Missouri,Jackson,703011.0,39.01002188,-94.34724536
Missouri,Jasper,121328.0,37.20351921,-94.34050458
Missouri,Jefferson,225081.0,38.25926778,-90.53870896
Missouri,Johnson,54062.0,38.74719601,-93.80691168
Missouri,Kansas_City,488943.0,39.0997,-94.5786
Missouri,Knox,3959.0,40.12699751,-92.14780832
Missouri,Laclede,35723.0,37.65896829,-92.5888493
Missouri,Lafayette,32708.0,39.06986886,-93.78076396
Missouri,Lawrence,38355.0,37.10626634,-93.83293097
Missouri,Lewis,9776.0,40.09673161,-91.72070156
Missouri,Lincoln,59013.0,39.05345619,-90.95588181
Missouri,Linn,11920.0,39.87001769,-93.10704106
Missouri,Livingston,15227.0,39.78110272,-93.54645978
Missouri,Macon,15117.0,39.83049768,-92.56453089
Missouri,Madison,12088.0,37.47865134,-90.34671429999999
Missouri,Maries,8697.0,38.16193985,-91.92249662
Missouri,Marion,28530.0,39.80601912,-91.62203062
Missouri,McDonald,22837.0,36.62869595,-94.34867205
Missouri,Mercer,3617.0,40.42212303,-93.56829590000001
Missouri,Miller,25619.0,38.21450288,-92.42610898
Missouri,Mississippi,13180.0,36.82516239,-89.29505753
Missouri,Moniteau,16132.0,38.63571781,-92.57976951
Missouri,Monroe,8644.0,39.49593978,-92.00043978
Missouri,Montgomery,11551.0,38.94022054,-91.47000721
Missouri,Morgan,20627.0,38.4181765,-92.88791859
Missouri,New_Madrid,17076.0,36.59666326,-89.66070007
Missouri,Newton,58236.0,36.90519407,-94.3394104
Missouri,Nodaway,22092.0,40.36079813,-94.88133008
Missouri,Oregon,10529.0,36.68710164,-91.4033755
Missouri,Osage,13615.0,38.46036182,-91.8613635
Missouri,Ozark,9174.0,36.64916339,-92.44459066
Missouri,Pemiscot,15805.0,36.2130572,-89.78742322
Missouri,Perry,19136.0,37.70660776,-89.82741088
Missouri,Pettis,42339.0,38.72798918,-93.28471706
Missouri,Phelps,44573.0,37.87736118,-91.79351727
Missouri,Pike,18302.0,39.34310674,-91.16980779
Missouri,Platte,104418.0,39.38154439,-94.77068479
Missouri,Polk,32149.0,37.616229600000004,-93.39828174
Missouri,Pulaski,52607.0,37.82462075,-92.20783203
Missouri,Putnam,4696.0,40.47942497,-93.02042674
Missouri,Ralls,10309.0,39.52817427,-91.51838643
Missouri,Randolph,24748.0,39.44007257,-92.49713740000001
Missouri,Ray,23018.0,39.353746799999996,-93.98905745
Missouri,Reynolds,6270.0,37.36085952,-90.97009925
Missouri,Ripley,13288.0,36.65460667,-90.85990261
Missouri,Saline,22761.0,39.13734288,-93.20259964
Missouri,Schuyler,4660.0,40.46921489,-92.52311943
Missouri,Scotland,4902.0,40.45214695,-92.14709064
Missouri,Scott,38280.0,37.05588075,-89.56474493
Missouri,Shannon,8166.0,37.15772072,-91.40190382
Missouri,Shelby,5930.0,39.79742518,-92.07634971
Missouri,St._Charles,402022.0,38.77875681,-90.66662425
Missouri,St._Clair,9397.0,38.03699437,-93.77631447
Missouri,St._Francois,67215.0,37.81214171,-90.47598685
Missouri,St._Louis,994205.0,38.63770039999999,-90.4458375
Missouri,St._Louis_City,300576.0,38.63555736,-90.24349225
Missouri,Ste._Genevieve,17894.0,37.89090059,-90.1949941
Missouri,Stoddard,29025.0,36.85571651,-89.9444155
Missouri,Stone,31952.0,36.75000327,-93.45256475
Missouri,Sullivan,6089.0,40.2099105,-93.11150106
Missouri,Taney,55928.0,36.65465345,-93.04075153
Missouri,Texas,25398.0,37.31728859,-91.96564727
Missouri,Vernon,20563.0,37.8457799,-94.34127305
Missouri,Warren,35649.0,38.76529479,-91.16124662
Missouri,Washington,24730.0,37.96130078,-90.87948158
Missouri,Wayne,12873.0,37.11303869,-90.46001416
Missouri,Webster,39592.0,37.2813734,-92.876329
Missouri,Worth,2013.0,40.47945588,-94.42328751
Missouri,Wright,18289.0,37.27029221,-92.46914488
Montana,Beaverhead,9453.0,45.13434354,-112.89846940000001
Montana,Big_Horn,13319.0,45.42335905,-107.492347
Montana,Blaine,6681.0,48.43175214,-108.9582723
Montana,Broadwater,6237.0,46.33277565,-111.49558130000001
Montana,Carbon,10725.0,45.22850116,-109.0274047
Montana,Carter,1252.0,45.5197966,-104.53955359999999
Montana,Cascade,81366.0,47.30797024,-111.3467922
Montana,Chouteau,5635.0,47.88084126,-110.4353362
Montana,Custer,11402.0,46.25319932,-105.57375259999998
Montana,Daniels,1690.0,48.78420029,-105.54763429999998
Montana,Dawson,8613.0,47.26584855,-104.89444170000002
Montana,Deer_Lodge,9140.0,46.05953325,-113.073353
Montana,Fallon,2846.0,46.33478338,-104.41835649999999
Montana,Fergus,11050.0,47.26331584,-109.2245206
Montana,Flathead,103806.0,48.29575866,-114.05205690000001
Montana,Gallatin,114434.0,45.54486106,-111.1692571
Montana,Garfield,1258.0,47.27545948,-107.0002351
Montana,Glacier,13753.0,48.70513576,-112.9934235
Montana,Golden_Valley,821.0,46.3816474,-109.17685220000001
Montana,Granite,3379.0,46.40605220000001,-113.4414186
Montana,Hill,16484.0,48.62879827,-110.1129252
Montana,Jefferson,12221.0,46.14907081,-112.094396
Montana,Judith_Basin,2007.0,47.04581276,-110.26606880000001
Montana,Lake,30458.0,47.64514965,-114.0898013
Montana,Lewis_and_Clark,69432.0,47.12610041,-112.39469799999999
Montana,Liberty,2337.0,48.56084317,-111.02430700000001
Montana,Lincoln,19980.0,48.54265777,-115.4046155
Montana,Madison,8600.0,45.30080065,-111.9173017
Montana,McCone,1664.0,47.64469406,-105.79449939999999
Montana,Meagher,1862.0,46.59907074,-110.8898557
Montana,Mineral,4397.0,47.15283992,-115.00152390000001
Montana,Missoula,119600.0,47.03728583,-113.92135079999998
Montana,Musselshell,4633.0,46.49684637,-108.39498
Montana,Park,16606.0,45.48965095,-110.52643940000002
Montana,Petroleum,487.0,47.118246299999996,-108.2508876
Montana,Phillips,3954.0,48.25936577,-107.9128511
Montana,Pondera,5911.0,48.22773388,-112.22527029999999
Montana,Powder_River,1682.0,45.39617714,-105.636738
Montana,Powell,6890.0,46.85538891,-112.93591640000001
Montana,Prairie,1077.0,46.86048047,-105.379384
Montana,Ravalli,43806.0,46.08520862,-114.11891640000002
Montana,Richland,10803.0,47.78668011,-104.5610786
Montana,Roosevelt,11004.0,48.29607488,-105.00792679999999
Montana,Rosebud,8937.0,46.23397237,-106.72928799999998
Montana,Sanders,12113.0,47.67657534,-115.1329916
Montana,Sheridan,3309.0,48.72085833,-104.50382900000001
Montana,Silver_Bow,34915.0,45.90018933,-112.6620092
Montana,Stillwater,9642.0,45.67071407,-109.3950061
Montana,Sweet_Grass,3737.0,45.81367654,-109.9425686
Montana,Teton,6147.0,47.83741052,-112.24106880000001
Montana,Toole,4736.0,48.65577551,-111.69424140000001
Montana,Treasure,696.0,46.20973220000001,-107.26665159999999
Montana,Valley,7396.0,48.36435097,-106.6669635
Montana,Wheatland,2126.0,46.46652491,-109.84646359999999
Montana,Wibaux,969.0,46.95925154,-104.2510927
Montana,Yellowstone,161300.0,45.93955949,-108.26914860000001
Nebraska,Adams,31363.0,40.52449420000001,-98.50117804
Nebraska,Antelope,6298.0,42.17695516,-98.06662829999999
Nebraska,Arthur,463.0,41.56896142,-101.6959559
Nebraska,Banner,745.0,41.54634427,-103.7114332
Nebraska,Blaine,465.0,41.91311716,-99.97677845
Nebraska,Boone,5192.0,41.70759415,-98.06737183
Nebraska,Box_Butte,10783.0,42.22079243,-103.08788340000001
Nebraska,Boyd,1919.0,42.899727399999996,-98.76486568
Nebraska,Brown,2955.0,42.43018907,-99.92904055
Nebraska,Buffalo,49659.0,40.85486962,-99.07500296
Nebraska,Burt,6459.0,41.85056773,-96.32605633
Nebraska,Butler,8016.0,41.22703692,-97.13106306
Nebraska,Cass,26248.0,40.90899107,-96.13971217
Nebraska,Cedar,8402.0,42.598885100000004,-97.25311951
Nebraska,Chase,3924.0,40.523719799999995,-101.69780259999999
Nebraska,Cherry,5689.0,42.54502621,-101.1244332
Nebraska,Cheyenne,8910.0,41.21999357,-102.9941693
Nebraska,Clay,6203.0,40.52439441,-98.05126296
Nebraska,Colfax,10709.0,41.57486951,-97.0868542
Nebraska,Cuming,8846.0,41.91637624,-96.78730772
Nebraska,Custer,10777.0,41.39374521,-99.72805369
Nebraska,Dakota,20026.0,42.39040144,-96.56656425
Nebraska,Dawes,8589.0,42.71985036,-103.1313774
Nebraska,Dawson,23595.0,40.87028216,-99.82014609999999
Nebraska,Deuel,1794.0,41.11168186,-102.33333309999999
Nebraska,Dixon,5636.0,42.49188363,-96.86782408
Nebraska,Dodge,36565.0,41.58071748,-96.65598179
Nebraska,Douglas,571327.0,41.29518299,-96.15085305
Nebraska,Dundy,1693.0,40.17638677,-101.6876522
Nebraska,Fillmore,5462.0,40.52458567,-97.59646937
Nebraska,Franklin,2979.0,40.17636348,-98.95299073
Nebraska,Frontier,2627.0,40.52993007,-100.3924658
Nebraska,Furnas,4676.0,40.17642064,-99.91247454
Nebraska,Gage,21513.0,40.26186809,-96.68946704
Nebraska,Garden,1837.0,41.61703149,-102.3313973
Nebraska,Garfield,1969.0,41.91428955,-98.99111827
Nebraska,Gosper,1990.0,40.51481965,-99.83020279
Nebraska,Grant,623.0,41.91528587,-101.740701
Nebraska,Greeley,2356.0,41.56742671,-98.52150266
Nebraska,Hall,61353.0,40.87257079,-98.50218293
Nebraska,Hamilton,9324.0,40.87349452,-98.02099117
Nebraska,Harlan,3380.0,40.17658508,-99.40438879
Nebraska,Hayes,922.0,40.52451972,-101.0603568
Nebraska,Hitchcock,2762.0,40.17609175,-101.04164770000001
Nebraska,Holt,10067.0,42.45522056,-98.78402558
Nebraska,Hooker,682.0,41.91586243,-101.1354293
Nebraska,Howard,6445.0,41.2200529,-98.5166499
Nebraska,Jefferson,7046.0,40.17584531,-97.142601
Nebraska,Johnson,5071.0,40.39257596,-96.26522753
Nebraska,Kearney,6495.0,40.50663314,-98.94877182
Nebraska,Keith,8034.0,41.19930341,-101.66201640000001
Nebraska,Keya_Paha,806.0,42.87990694,-99.71343729
Nebraska,Kimball,3632.0,41.19774275,-103.7148131
Nebraska,Knox,8332.0,42.63758421,-97.89178836
Nebraska,Lancaster,319090.0,40.78416049,-96.68777155
Nebraska,Lincoln,34914.0,41.04658298,-100.74753740000001
Nebraska,Logan,748.0,41.56650314,-100.4817851
Nebraska,Loup,664.0,41.91371961,-99.45440415
Nebraska,Madison,35099.0,41.91676024,-97.6005481
Nebraska,McPherson,494.0,41.56797682,-101.05993620000001
Nebraska,Merrick,7755.0,41.16624273,-98.0374887
Nebraska,Morrill,4642.0,41.71711774,-103.0061405
Nebraska,Nance,3519.0,41.39750195,-97.99327291
Nebraska,Nemaha,6972.0,40.38514847,-95.85433992
Nebraska,Nuckolls,4148.0,40.17637905,-98.04743961
Nebraska,Otoe,16012.0,40.64843556,-96.13374142
Nebraska,Pawnee,2613.0,40.13141096,-96.23705437
Nebraska,Perkins,2891.0,40.85082525,-101.6502942
Nebraska,Phelps,9034.0,40.51156033,-99.41461667
Nebraska,Pierce,7148.0,42.26434853,-97.60122773
Nebraska,Platte,33470.0,41.57246836,-97.52144359
Nebraska,Polk,5213.0,41.18813488,-97.56630712
Nebraska,Red_Willow,10724.0,40.17556879999999,-100.476998
Nebraska,Richardson,7865.0,40.1247415,-95.71755036
Nebraska,Rock,1357.0,42.42252217,-99.44832069
Nebraska,Saline,14224.0,40.52418865,-97.14085859
Nebraska,Sarpy,187196.0,41.11314181,-96.11156432
Nebraska,Saunders,21578.0,41.227810299999994,-96.63773905
Nebraska,Scotts_Bluff,35618.0,41.85070896,-103.70809859999999
Nebraska,Seward,17284.0,40.87241834,-97.139673
Nebraska,Sheridan,5246.0,42.50284406,-102.4126613
Nebraska,Sherman,3001.0,41.22045983,-98.97588642
Nebraska,Sioux,1166.0,42.48932059,-103.7576544
Nebraska,Stanton,5920.0,41.9169835,-97.19394708
Nebraska,Thayer,5003.0,40.17626377,-97.59504381
Nebraska,Thomas,722.0,41.91358968,-100.5556632
Nebraska,Thurston,7224.0,42.15725356,-96.54157099
Nebraska,Valley,4158.0,41.56730777,-98.98197724
Nebraska,Washington,20729.0,41.52815707,-96.22019892
Nebraska,Wayne,9385.0,42.20934475,-97.11926964
Nebraska,Webster,3487.0,40.17642643,-98.50019851
Nebraska,Wheeler,783.0,41.91482725,-98.52798941
Nebraska,York,13679.0,40.87272618,-97.59710186
Nevada,Carson_City,55916.0,39.15509045,-119.7480219
Nevada,Churchill,24909.0,39.58105744,-118.3394607
Nevada,Clark,2266715.0,36.21458855,-115.0130241
Nevada,Douglas,48905.0,38.912862,-119.61713329999999
Nevada,Elko,52778.0,41.14531606,-115.3577619
Nevada,Esmeralda,873.0,37.78436681,-117.63199990000001
Nevada,Eureka,2029.0,39.98100864,-116.26832040000001
Nevada,Humboldt,16831.0,41.40692186,-118.11094270000001
Nevada,Lander,5532.0,39.933223299999995,-117.03970749999999
Nevada,Lincoln,5183.0,37.64268459,-114.8790388
Nevada,Lyon,57510.0,39.01777974,-119.18704790000001
Nevada,Mineral,4505.0,38.53841696,-118.4344506
Nevada,Nye,46523.0,38.04264256,-116.47227020000001
Nevada,Pershing,6725.0,40.44003782,-118.40056409999998
Nevada,Storey,4123.0,39.44875482,-119.5250207
Nevada,Washoe,471519.0,40.66562265,-119.6631594
Nevada,White_Pine,9580.0,39.44157041,-114.89996599999999
New_Hampshire,Belknap,61303.0,43.51637314,-71.41684235
New_Hampshire,Carroll,48910.0,43.87498583,-71.20430216
